batch,interactions,recall_existing,precision_existing,ndcg_existing,recall_new_user,precision_new_user,ndcg_new_user,recall_overall,precision_overall,ndcg_overall,pct_new_user,n_new_users,n_new_user_interactions,n_unique_users,window_unique_users,n_users_trained
430,430000,0.017302798982188294,0.0025954198473282447,0.009611025426725964,0.0,0.0,0.0,0.01454856653829696,0.0021822849807445442,0.008081157451226582,0.05263157894736842,41,142,779,6155,59868
431,431000,0.0132,0.00224,0.008387173701895043,0.0,0.0,0.0,0.010812581913499346,0.0018348623853211008,0.006870227475339976,0.06028833551769332,46,163,763,6680,59868
432,432000,0.016897081413210446,0.0018433179723502306,0.008388026816742472,0.006666666666666667,0.0006666666666666668,0.006666666666666667,0.0149812734082397,0.0016229712858926342,0.008065674728713293,0.05493133583021224,44,164,801,7198,59868
433,433000,0.013227513227513227,0.0016897081413210448,0.005606421192041284,0.007874015748031496,0.0015748031496062994,0.006547674248689941,0.012353613253356183,0.0016709511568123393,0.005760070469926091,0.061696658097686374,48,156,778,7697,59868
434,434000,0.02671915411532025,0.003354632587859425,0.014407445361500635,0.0,0.0,0.0,0.022124590576971526,0.002777777777777778,0.011929974598279627,0.062169312169312166,47,152,756,8175,59868
435,435000,0.020707070707070705,0.0024242424242424242,0.009615241120099741,0.0,0.0,0.0,0.016789516789516786,0.0019656019656019656,0.00779614144872952,0.06511056511056511,53,175,814,8658,59868
436,436000,0.018720862470862472,0.0027243589743589747,0.009229395054302078,0.0,0.0,0.0,0.015431728113366159,0.0022457067371202117,0.007607850084391673,0.059445178335535004,45,157,757,9107,59868
437,437000,0.01882530120481928,0.0025602409638554218,0.008966011383521301,0.008,0.0008,0.008,0.017110266159695818,0.002281368821292776,0.008812967754953287,0.060836501901140684,48,147,789,9558,59868
438,438000,0.028215952010664295,0.003265940902021773,0.01811861436358798,0.0,0.0,0.0,0.02347070781740898,0.0027166882276843467,0.015071499399465811,0.059508408796895215,46,157,773,9982,59868
439,439000,0.022191308956014837,0.002702702702702703,0.009511159311039411,0.008830022075055188,0.0013245033112582781,0.0051013822628260775,0.019604700854700854,0.002435897435897436,0.008657471702987855,0.06923076923076923,54,166,780,10417,59868
440,440000,0.015368309485956546,0.0023847376788553257,0.009362910448829555,0.006756756756756757,0.0006756756756756757,0.0021315194377414105,0.013728013728013726,0.0020592020592020595,0.007985502637193718,0.0682110682110682,53,184,777,10835,59868
441,441000,0.02389589905362776,0.0031545741324921135,0.01196841404686993,0.007692307692307693,0.0007692307692307692,0.0029757908248810895,0.02113874345549738,0.00274869109947644,0.010438255645222615,0.04842931937172775,37,150,764,764,59868
442,442000,0.018885448916408667,0.0029411764705882357,0.012156429414733555,0.011627906976744186,0.0015503875968992248,0.010750796955306525,0.01767741935483871,0.002709677419354839,0.011922459624712799,0.06451612903225806,50,152,775,1483,59868
443,443000,0.025028344671201814,0.0034920634920634925,0.013076311906087644,0.0031847133757961785,0.0006369426751592357,0.0013911301708163324,0.020670720638954438,0.002922490470139771,0.010745214660296543,0.062261753494282084,49,181,787,2177,59868
444,444000,0.03231292517006803,0.004081632653061226,0.01706058828569995,0.0,0.0,0.0,0.026696930393428447,0.0033722438391699094,0.014095453616071164,0.04798962386511025,37,153,771,2826,59868
445,445000,0.022564756475647565,0.0029702970297029708,0.014964595701386994,0.0,0.0,0.0,0.018404094783637175,0.0024226110363391655,0.012205309549179703,0.06191117092866756,46,160,743,3426,59868
446,446000,0.025039745627980923,0.0034976152623211448,0.014112697848334698,0.0,0.0,0.0,0.02131258457374831,0.0029769959404600814,0.012012025638163093,0.04736129905277402,35,123,739,3991,59868
