batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,content_seed_emissions_mg
66,66000,0.02638542586889694,0.018181818181818184,0.025591499646479995,0.17355371900826447,0.06017643972189427,0.009433962264150943,0.0018867924528301887,0.00729910957046305,0.018867924528301886,0.009433962264150943,0.021222049023773164,0.013218390804597701,0.020019679680796675,0.12643678160919541,0.04472039773763912,53,0.3045977011494253,59868,31.19477120356117
67,67000,0.04321216702169083,0.023809523809523808,0.0397856037692461,0.2,0.07187830687830687,0.01633986928104575,0.00392156862745098,0.016786892808966627,0.0392156862745098,0.029411764705882353,0.03442699276032609,0.01730769230769231,0.03226679441684704,0.14743589743589744,0.05799501424501425,51,0.3269230769230769,59868,30.664852305697796
68,68000,0.03572283272283272,0.02076923076923077,0.028277714916918332,0.17692307692307693,0.05041208791208791,0.011494252873563218,0.003448275862068966,0.006012107715578533,0.034482758620689655,0.006321839080459771,0.02824805808848362,0.015425531914893618,0.021408538227143288,0.13297872340425532,0.0368097771023303,58,0.30851063829787234,59868,31.25582638255528
69,69000,0.047077686688225005,0.027731092436974792,0.04261465986816851,0.25210084033613445,0.08932906495931707,0.009433962264150943,0.0018867924528301887,0.00729910957046305,0.018867924528301886,0.009433962264150943,0.035478166952899855,0.01976744186046512,0.0317325426252709,0.18023255813953487,0.06471022517534145,53,0.3081395348837209,59868,31.360861933844472
70,70000,0.025720074678408006,0.017708333333333333,0.021998338948854623,0.15625,0.042427248677248675,0.014619883040935672,0.0035087719298245615,0.009531211390212756,0.03508771929824561,0.011278195488721804,0.021584709166408513,0.012418300653594774,0.01735372279955667,0.1111111111111111,0.030822699450150433,57,0.37254901960784315,59868,32.012389406084296
71,71000,0.02664883143855106,0.01682242990654206,0.03037428424319062,0.1588785046728972,0.0777369826435247,0.03508771929824561,0.008771929824561403,0.016884461422615075,0.08771929824561403,0.015643274853801167,0.029581859536127828,0.014024390243902441,0.02568574826286863,0.13414634146341464,0.056155632984901276,57,0.3475609756097561,59868,31.918525516655713
72,72000,0.022974320327055254,0.02159090909090909,0.024858017506721716,0.18181818181818182,0.0509469696969697,0.02564102564102564,0.007692307692307693,0.014157713113246753,0.07692307692307693,0.01668956043956044,0.023964810872244252,0.016428571428571428,0.020883618732002444,0.14285714285714285,0.038222789115646257,52,0.37142857142857144,59868,30.5306388863114
73,73000,0.025588463027487417,0.013008130081300813,0.023103741277212805,0.12195121951219512,0.04678668215253581,0.013440860215053762,0.0032258064516129032,0.00516496242277445,0.03225806451612903,0.003405017921146953,0.021517374517374517,0.00972972972972973,0.017091826201671302,0.0918918918918919,0.032247962247962246,62,0.33513513513513515,59868,31.874950567732263
74,74000,0.045956607247241925,0.02636363636363637,0.03773400422862194,0.22727272727272727,0.06852813852813852,0.0,0.0,0.0,0.0,0.0,0.030270819144889893,0.017365269461077845,0.024854733324242005,0.1497005988023952,0.04513829483889364,57,0.3413173652694611,59868,31.542115202570958
75,75000,0.019365309004277118,0.016190476190476193,0.023875728356515545,0.14285714285714285,0.06264550264550264,0.0,0.0,0.0,0.0,0.0,0.014120537815618728,0.011805555555555557,0.01740938525995925,0.10416666666666667,0.04567901234567901,39,0.2708333333333333,59868,29.45860691585682
76,76000,0.022997495167306488,0.016037735849056607,0.021365996139178584,0.1509433962264151,0.05087601078167116,0.010416666666666666,0.003125,0.010490407383176626,0.03125,0.01953125,0.01826118326118326,0.011176470588235295,0.017271656842801377,0.10588235294117647,0.03907563025210084,64,0.3764705882352941,59868,32.468480666580405
77,77000,0.04203833203833204,0.02416666666666667,0.037662483008683995,0.19166666666666668,0.07384259259259258,0.02011494252873563,0.005172413793103449,0.008628694975075023,0.05172413793103448,0.006773399014778325,0.03489475568127253,0.017977528089887642,0.028202035222451856,0.14606741573033707,0.05198858569645087,58,0.3258426966292135,59868,31.844801390464422
78,78000,0.030731922398589066,0.018803418803418806,0.02588480098952043,0.1452991452991453,0.04973884140550807,0.023809523809523808,0.006349206349206349,0.021487775645287463,0.047619047619047616,0.03333333333333333,0.028309082892416227,0.014444444444444446,0.02434584211903889,0.1111111111111111,0.04399691358024691,63,0.35,59868,33.085148430397844
79,79000,0.025841656379755357,0.016417910447761197,0.022175142150052663,0.16417910447761194,0.04616204690831556,0.018518518518518517,0.005555555555555556,0.01807834773778081,0.05555555555555555,0.03333333333333333,0.023282113049614323,0.012621359223300974,0.020743252840909103,0.1262135922330097,0.041678224687933425,36,0.34951456310679613,59868,28.95900780460642
80,80000,0.01722807524059375,0.013445378151260505,0.019709535491467804,0.10084033613445378,0.04509803921568628,0.0,0.0,0.0,0.0,0.0,0.011202956030768612,0.008743169398907104,0.012816583188440808,0.06557377049180328,0.02932604735883424,64,0.34972677595628415,59868,32.33509097271754
81,81000,0.036207173204353654,0.03214285714285715,0.036564028339018374,0.23809523809523808,0.07046957671957672,0.03741496598639455,0.01020408163265306,0.03132518513799317,0.08163265306122448,0.044217687074829926,0.03665214949247399,0.02406015037593985,0.034633928212324874,0.18045112781954886,0.06079782790309105,49,0.3684210526315789,59868,31.174872392171277
82,82000,0.035747693890844257,0.02173913043478261,0.03213121767544142,0.20869565217391303,0.06888543823326433,0.02032520325203252,0.004878048780487805,0.010255960111711619,0.04878048780487805,0.009581881533101045,0.031694346992182196,0.01730769230769231,0.026381951264461155,0.16666666666666666,0.05329924704924705,41,0.26282051282051283,59868,29.623819035015902
